,filename,width,height,class,xmin,ymin,xmax,ymax
2192,v01_7eleven_353187023_13955011389999999_180.png,640,640,7_eleven,263,340,274,356
1285,family mart_35.6771129_139.7073217_300.png,640,640,family_mart,86,255,352,319
1286,family mart_35.6771129_139.7073217_300.png,640,640,family_mart,163,150,198,207
516,family mart_35.6566696_139.53034480000002_60.png,640,640,family_mart,357,234,639,322
517,family mart_35.6566696_139.53034480000002_60.png,640,640,family_mart,449,265,583,315
518,family mart_35.6566696_139.53034480000002_60.png,640,640,family_mart,467,326,485,399
88,family mart_35.578258500000004_139.55376909999998_180.png,640,640,family_mart,59,279,247,322
89,family mart_35.578258500000004_139.55376909999998_180.png,640,640,family_mart,102,235,134,271
90,family mart_35.578258500000004_139.55376909999998_180.png,640,640,family_mart,97,301,141,314
402,family mart_35.647509299999996_139.6691539_60.png,640,640,family_mart,3,172,331,286
403,family mart_35.647509299999996_139.6691539_60.png,640,640,family_mart,79,367,113,410
319,family mart_35.503243100000006_139.76319880000003_300.png,640,640,family_mart,3,293,85,320
2240,v01_7eleven_354042958_1393007996_120.png,640,640,7_eleven,104,7,165,71
2241,v01_7eleven_354042958_1393007996_120.png,640,640,7_eleven,2,240,96,301
2242,v01_7eleven_354042958_1393007996_120.png,640,640,7_eleven,566,354,592,386
1936,family mart_35.572199600000005_139.59664909999998_60.png,640,640,family_mart,2,295,152,325
802,family mart_35.509663_139.42411769999998_120.png,640,640,family_mart,1,200,226,298
803,family mart_35.509663_139.42411769999998_120.png,640,640,family_mart,349,258,383,302
626,family mart_35.5733884_139.70585580000002_60.png,640,640,family_mart,1,266,197,322
627,family mart_35.5733884_139.70585580000002_60.png,640,640,family_mart,25,281,111,311
628,family mart_35.5733884_139.70585580000002_60.png,640,640,family_mart,1,321,24,383
592,7-eleven_35.6048331_139.6716855_0.png,640,640,7_eleven,362,173,639,322
593,7-eleven_35.6048331_139.6716855_0.png,640,640,7_eleven,353,215,376,248
1767,7-eleven_35.5739557_139.7012392_180.png,640,640,7_eleven,434,198,637,306
224,family mart_35.5501452_139.6460983_60.png,640,640,family_mart,329,308,389,331
551,family mart_35.6443597_139.6554602_180.png,640,640,family_mart,449,193,637,315
552,family mart_35.6443597_139.6554602_180.png,640,640,family_mart,482,266,544,306
553,family mart_35.6443597_139.6554602_180.png,640,640,family_mart,428,188,471,230
217,family mart_35.70059129999999_139.5465163_300.png,640,640,family_mart,2,182,277,320
218,family mart_35.70059129999999_139.5465163_300.png,640,640,family_mart,181,319,199,400
219,family mart_35.70059129999999_139.5465163_300.png,640,640,family_mart,192,276,239,305
2236,v01_7eleven_3550137369999999_1395014119_120.png,640,640,7_eleven,281,283,639,333
2237,v01_7eleven_3550137369999999_1395014119_120.png,640,640,7_eleven,492,300,510,315
1622,family mart_35.5540352_139.7396558_120.png,640,640,family_mart,1,102,218,310
1623,family mart_35.5540352_139.7396558_120.png,640,640,family_mart,214,72,246,114
550,7-eleven_35.67920220000001_139.6690615_300.png,640,640,7_eleven,1,8,345,293
2515,v01_7eleven_35321599_13946448700000002_120.png,640,640,7_eleven,549,255,639,302
1812,family mart_35.634732799999995_139.7133677_60.png,640,640,family_mart,1,240,207,316
2014,family mart_35.6200385_139.61386930000003_180.png,640,640,family_mart,310,309,473,333
1585,7-eleven_35.603357_139.712971_180.png,640,640,7_eleven,414,247,594,326
1586,7-eleven_35.603357_139.712971_180.png,640,640,7_eleven,402,250,416,272
1587,7-eleven_35.603357_139.712971_180.png,640,640,7_eleven,479,341,501,372
1976,7-eleven_35.65584940000001_139.7007_60.png,640,640,7_eleven,1,207,442,315
1977,7-eleven_35.65584940000001_139.7007_60.png,640,640,7_eleven,91,326,121,362
1978,7-eleven_35.65584940000001_139.7007_60.png,640,640,7_eleven,142,329,171,359
1187,family mart_35.5487635_139.65867749999998_60.png,640,640,family_mart,234,204,382,296
2305,v01_7eleven_35393708000000004_139923274_0.png,640,640,7_eleven,238,259,256,283
1690,family mart_35.6714196_139.904104_0.png,640,640,family_mart,278,179,638,322
1691,family mart_35.6714196_139.904104_0.png,640,640,family_mart,325,284,370,309
1692,family mart_35.6714196_139.904104_0.png,640,640,family_mart,286,350,301,380
1661,family mart_35.620172499999995_139.5609439_180.png,640,640,family_mart,427,284,449,332
131,family mart_35.7110427_139.7969345_0.png,640,640,family_mart,1,119,240,304
132,family mart_35.7110427_139.7969345_0.png,640,640,family_mart,54,183,196,281
383,family mart_35.5655366_139.5772976_300.png,640,640,family_mart,109,301,282,333
2331,v01_7eleven_35294152000000004_139855649_120.png,640,640,7_eleven,573,280,640,311
960,family mart_35.5627481_139.74334009999998_300.png,640,640,family_mart,384,286,639,326
961,family mart_35.5627481_139.74334009999998_300.png,640,640,family_mart,555,295,625,312
2023,family mart_35.5627481_139.74334009999998_60.png,640,640,family_mart,1,286,90,317
2024,family mart_35.5627481_139.74334009999998_60.png,640,640,family_mart,214,171,256,238
2239,v01_7eleven_3539249_139385302_120.png,640,640,7_eleven,405,279,482,312
1906,family mart_35.572199600000005_139.59664909999998_300.png,640,640,family_mart,447,298,638,327
1907,family mart_35.572199600000005_139.59664909999998_300.png,640,640,family_mart,358,299,373,335
1947,7-eleven_35.5989012_139.6089875_120.png,640,640,7_eleven,1,298,235,329
2577,v01_7eleven_3530204129999999_1395587325_0.png,640,640,7_eleven,303,181,355,246
2578,v01_7eleven_3530204129999999_1395587325_0.png,640,640,7_eleven,394,273,637,351
1629,7-eleven_35.4588697_139.6072656_0.png,640,640,7_eleven,1,264,220,320
1630,7-eleven_35.4588697_139.6072656_0.png,640,640,7_eleven,181,326,204,360
2270,v01_7eleven_3533635470000001_1396132121_180.png,640,640,7_eleven,502,298,550,365
806,family mart_35.5739528_139.7086763_180.png,640,640,family_mart,163,302,327,328
807,family mart_35.5739528_139.7086763_180.png,640,640,family_mart,392,158,421,204
808,family mart_35.5739528_139.7086763_180.png,640,640,family_mart,400,338,417,364
2537,v01_7eleven_354663379_139617973_240.png,640,640,7_eleven,108,263,537,319
2538,v01_7eleven_354663379_139617973_240.png,640,640,7_eleven,173,281,196,310
1056,family mart_35.651755200000004_139.635255_240.png,640,640,family_mart,414,205,637,315
1057,family mart_35.651755200000004_139.635255_240.png,640,640,family_mart,492,227,633,294
1058,family mart_35.651755200000004_139.635255_240.png,640,640,family_mart,551,315,584,413
1261,family mart_35.5733687_139.7231853_240.png,640,640,family_mart,2,79,246,276
1262,family mart_35.5733687_139.7231853_240.png,640,640,family_mart,385,301,406,327
2490,v01_7eleven_355648271_1397177357_180.png,640,640,7_eleven,548,87,638,178
2149,family mart_35.6286292_139.6897171_240.png,640,640,family_mart,1,195,409,303
2150,family mart_35.6286292_139.6897171_240.png,640,640,family_mart,389,46,435,159
1682,family mart_35.70347520000001_139.5816865_300.png,640,640,family_mart,258,265,322,319
1683,family mart_35.70347520000001_139.5816865_300.png,640,640,family_mart,349,213,618,288
1780,7-eleven_35.5862906_139.705237_60.png,640,640,7_eleven,1,207,307,314
1781,7-eleven_35.5862906_139.705237_60.png,640,640,7_eleven,288,227,312,265
860,7-eleven_35.5739557_139.7012392_300.png,640,640,7_eleven,1,193,392,307
861,7-eleven_35.5739557_139.7012392_300.png,640,640,7_eleven,385,150,409,192
231,family mart_35.5243781_139.6706824_240.png,640,640,family_mart,113,285,280,317
232,family mart_35.5243781_139.6706824_240.png,640,640,family_mart,135,296,185,315
2472,v01_7eleven_35317608_139485411_180.png,640,640,7_eleven,167,298,237,319
2146,family mart_35.4634813_139.617692_120.png,640,640,family_mart,485,253,638,316
2147,family mart_35.4634813_139.617692_120.png,640,640,family_mart,538,269,601,300
2148,family mart_35.4634813_139.617692_120.png,640,640,family_mart,454,301,474,350
1228,family mart_35.646286200000006_139.7086875_180.png,640,640,family_mart,1,229,297,318
1229,family mart_35.646286200000006_139.7086875_180.png,640,640,family_mart,180,279,272,310
1230,family mart_35.646286200000006_139.7086875_180.png,640,640,family_mart,292,343,311,377
1769,7-eleven_35.4588697_139.6072656_300.png,640,640,7_eleven,227,290,432,320
1770,7-eleven_35.4588697_139.6072656_300.png,640,640,7_eleven,402,320,420,356
1333,family mart_35.4765833_140.0408618_60.png,640,640,family_mart,394,283,491,307
1360,family mart_35.6091834_139.7042067_60.png,640,640,family_mart,1,196,223,299
1361,family mart_35.6091834_139.7042067_60.png,640,640,family_mart,225,222,254,270
2482,v01_7eleven_353775174_13992757959999997_180.png,640,640,7_eleven,227,248,307,279
2243,v01_7eleven_355424419_13944849430000002_180.png,640,640,7_eleven,323,240,427,305
1711,7-eleven_35.6288852_139.6878916_180.png,640,640,7_eleven,79,215,573,297
1712,7-eleven_35.6288852_139.6878916_180.png,640,640,7_eleven,578,187,623,236
2432,v01_7eleven_355002732_1394071812_240.png,640,640,7_eleven,1,208,342,313
2433,v01_7eleven_355002732_1394071812_240.png,640,640,7_eleven,337,186,356,216
146,7-eleven_35.604641_139.685802_60.png,640,640,7_eleven,1,252,280,326
147,7-eleven_35.604641_139.685802_60.png,640,640,7_eleven,286,216,308,250
1930,7-eleven_35.605358_139.623216_60.png,640,640,7_eleven,226,260,502,319
1931,7-eleven_35.605358_139.623216_60.png,640,640,7_eleven,487,41,552,153
1212,family mart_35.6761792_139.6771328_120.png,640,640,family_mart,435,134,637,312
1213,family mart_35.6761792_139.6771328_120.png,640,640,family_mart,412,288,433,312
406,7-eleven_35.605358_139.623216_0.png,640,640,7_eleven,440,228,639,324
1958,family mart_35.536285799999995_139.56145980000002_60.png,640,640,family_mart,351,288,447,315
2337,v01_7eleven_35488625899999995_13962599450000002_60.png,640,640,7_eleven,263,279,445,323
2338,v01_7eleven_35488625899999995_13962599450000002_60.png,640,640,7_eleven,411,202,429,231
1029,family mart_35.60412000000001_139.7034052_300.png,640,640,family_mart,1,253,163,323
1030,family mart_35.60412000000001_139.7034052_300.png,640,640,family_mart,187,221,216,253
632,family mart_35.7009571_139.8132585_0.png,640,640,family_mart,472,254,592,317
633,family mart_35.7009571_139.8132585_0.png,640,640,family_mart,469,235,499,271
634,family mart_35.7009571_139.8132585_0.png,640,640,family_mart,547,326,575,398
858,family mart_35.647509299999996_139.6691539_0.png,640,640,family_mart,259,175,637,326
2497,v01_7eleven_354874681_140050434_180.png,640,640,7_eleven,23,304,234,330
94,family mart_35.6110342_139.71142319999998_120.png,640,640,family_mart,109,237,401,316
95,family mart_35.6110342_139.71142319999998_120.png,640,640,family_mart,396,79,436,166
96,family mart_35.6110342_139.71142319999998_120.png,640,640,family_mart,275,269,367,300
1867,7-eleven_35.4677624_139.5613898_180.png,640,640,7_eleven,214,277,426,316
1064,family mart_35.6029119_139.6650629_240.png,640,640,family_mart,371,282,639,327
1528,family mart_35.6204528_139.7396581_60.png,640,640,family_mart,547,246,640,308
766,7-eleven_35.61131_139.647838_120.png,640,640,7_eleven,185,281,406,322
1076,family mart_35.6588388_139.8725544_240.png,640,640,family_mart,283,247,303,283
1077,family mart_35.6588388_139.8725544_240.png,640,640,family_mart,166,293,290,331
2067,family mart_35.576316999999996_139.73208219999998_180.png,640,640,family_mart,439,212,637,313
2068,family mart_35.576316999999996_139.73208219999998_180.png,640,640,family_mart,383,350,402,380
2181,v01_7eleven_35422222600000005_1396649526_180.png,640,640,7_eleven,21,44,75,126
2182,v01_7eleven_35422222600000005_1396649526_180.png,640,640,7_eleven,1,260,90,301
957,family mart_35.5469281_139.70733159999997_120.png,640,640,family_mart,126,306,161,320
958,family mart_35.5469281_139.70733159999997_120.png,640,640,family_mart,201,293,422,322
959,family mart_35.5469281_139.70733159999997_120.png,640,640,family_mart,573,216,617,257
2557,v01_7eleven_352134844_1396839191_120.png,640,640,7_eleven,256,222,271,250
897,family mart_35.58889190000001_139.56702380000002_180.png,640,640,family_mart,177,236,210,291
898,family mart_35.58889190000001_139.56702380000002_180.png,640,640,family_mart,299,306,504,329
899,family mart_35.58889190000001_139.56702380000002_180.png,640,640,family_mart,187,350,203,376
2558,v01_7eleven_352747267_1396698225_0.png,640,640,7_eleven,1,217,14,237
1559,family mart_35.6066085_139.7089244_120.png,640,640,family_mart,399,269,639,322
2376,v01_7eleven_35437394_139361206_240.png,640,640,7_eleven,84,302,105,325
2377,v01_7eleven_35437394_139361206_240.png,640,640,7_eleven,2,295,80,323
673,7-eleven_35.6406312_139.6127296_60.png,640,640,7_eleven,102,268,427,322
1987,family mart_35.609086600000005_139.6927986_180.png,640,640,family_mart,128,262,268,302
223,family mart_35.5349909_139.69479040000002_300.png,640,640,family_mart,153,172,408,295
1942,family mart_35.5732512_139.668082_180.png,640,640,family_mart,1,262,172,317
1900,7-eleven_35.544981_139.4465588_240.png,640,640,7_eleven,437,229,471,265
1901,7-eleven_35.544981_139.4465588_240.png,640,640,7_eleven,527,234,633,318
1117,family mart_35.47403970000001_139.62887690000002_120.png,640,640,family_mart,1,262,132,316
1118,family mart_35.47403970000001_139.62887690000002_120.png,640,640,family_mart,89,346,113,375
2434,v01_7eleven_3553302_13974059_300.png,640,640,7_eleven,293,300,402,326
2435,v01_7eleven_3553302_13974059_300.png,640,640,7_eleven,489,250,524,285
692,7-eleven_35.6048331_139.6716855_60.png,640,640,7_eleven,125,201,639,311
693,7-eleven_35.6048331_139.6716855_60.png,640,640,7_eleven,118,159,159,211
2492,v01_7eleven_35470193_140030881_180.png,640,640,7_eleven,273,90,317,190
2493,v01_7eleven_35470193_140030881_180.png,640,640,7_eleven,1,301,158,323
519,family mart_35.626550099999996_139.7227676_180.png,640,640,family_mart,240,282,308,314
2507,v01_7eleven_352747267_1396698225_300.png,640,640,7_eleven,281,209,294,231
2508,v01_7eleven_352747267_1396698225_300.png,640,640,7_eleven,1,283,242,325
2509,v01_7eleven_352747267_1396698225_300.png,640,640,7_eleven,146,296,164,321
946,family mart_35.52972020000001_139.67577519999998_300.png,640,640,family_mart,452,263,639,317
947,family mart_35.52972020000001_139.67577519999998_300.png,640,640,family_mart,319,195,347,238
929,family mart_35.55518060000001_139.54731759999999_240.png,640,640,family_mart,201,279,242,302
930,family mart_35.55518060000001_139.54731759999999_240.png,640,640,family_mart,237,281,295,325
931,family mart_35.55518060000001_139.54731759999999_240.png,640,640,family_mart,199,279,292,323
2119,family mart_35.509663_139.42411769999998_180.png,640,640,family_mart,99,221,161,280
2514,v01_7eleven_352952823_1400779593_300.png,640,640,7_eleven,550,79,619,149
168,family mart_35.576316999999996_139.73208219999998_300.png,640,640,family_mart,2,208,351,312
169,family mart_35.576316999999996_139.73208219999998_300.png,640,640,family_mart,146,255,257,298
170,family mart_35.576316999999996_139.73208219999998_300.png,640,640,family_mart,174,319,197,421
171,family mart_35.576316999999996_139.73208219999998_300.png,640,640,family_mart,396,264,431,305
1943,family mart_35.615511100000006_139.71582130000002_0.png,640,640,family_mart,484,246,638,315
1254,family mart_35.5236264_139.7129548_180.png,640,640,family_mart,177,269,202,336
2409,v01_7eleven_354643414_1396130354_240.png,640,640,7_eleven,112,225,355,310
1631,family mart_35.578258500000004_139.55376909999998_120.png,640,640,family_mart,333,280,457,331
1632,family mart_35.578258500000004_139.55376909999998_120.png,640,640,family_mart,351,267,368,292
2628,v01_7eleven_3536143870000001_1399223861_60.png,640,640,7_eleven,390,304,533,327
2629,v01_7eleven_3536143870000001_1399223861_60.png,640,640,7_eleven,220,277,238,298
1277,family mart_35.702577000000005_139.5443042_60.png,640,640,family_mart,199,179,639,299
1278,family mart_35.702577000000005_139.5443042_60.png,640,640,family_mart,240,266,304,292
2223,v01_7eleven_35281541100000005_13966636269999998_120.png,640,640,7_eleven,72,314,125,359
871,family mart_35.6956698_139.7926192_120.png,640,640,family_mart,387,216,639,306
296,family mart_35.6704971_139.71349719999998_240.png,640,640,family_mart,1,174,479,267
297,family mart_35.6704971_139.71349719999998_240.png,640,640,family_mart,120,181,357,247
298,family mart_35.6704971_139.71349719999998_240.png,640,640,family_mart,180,390,239,410
299,family mart_35.6704971_139.71349719999998_240.png,640,640,family_mart,260,390,318,405
2460,v01_7eleven_353275426_1394382362_0.png,640,640,7_eleven,1,251,118,277
1917,family mart_35.5805229_139.7283637_300.png,640,640,family_mart,185,272,483,313
1475,7-eleven_35.5340442_139.7079866_120.png,640,640,7_eleven,175,280,193,300
1476,7-eleven_35.5340442_139.7079866_120.png,640,640,7_eleven,204,297,357,322
1455,7-eleven_35.6698648_139.772676_120.png,640,640,7_eleven,411,128,639,296
1456,7-eleven_35.6698648_139.772676_120.png,640,640,7_eleven,388,273,402,294
1953,family mart_35.6525825_139.6361886_60.png,640,640,family_mart,1,208,284,298
1954,family mart_35.6525825_139.6361886_60.png,640,640,family_mart,30,228,185,283
1955,family mart_35.6525825_139.6361886_60.png,640,640,family_mart,105,322,128,422
1956,family mart_35.6525825_139.6361886_60.png,640,640,family_mart,299,2,340,144
283,family mart_35.6122429_139.6390759_120.png,640,640,family_mart,202,272,408,307
284,family mart_35.6122429_139.6390759_120.png,640,640,family_mart,223,332,247,384
2650,v01_7eleven_353879734_1399906804_180.png,640,640,7_eleven,244,196,266,233
1633,family mart_35.60008870000001_139.5664967_300.png,640,640,family_mart,278,267,435,324
1634,family mart_35.60008870000001_139.5664967_300.png,640,640,family_mart,427,272,481,308
1635,family mart_35.60008870000001_139.5664967_300.png,640,640,family_mart,55,259,77,284
2615,v01_7eleven_353310829_1393484175_60.png,640,640,7_eleven,306,312,476,331
1497,family mart_35.6627646_139.7829019_120.png,640,640,family_mart,361,288,502,319
1498,family mart_35.6627646_139.7829019_120.png,640,640,family_mart,540,203,561,288
2036,family mart_35.676386_139.79403059999999_0.png,640,640,family_mart,71,290,244,331
1950,family mart_35.6704971_139.71349719999998_180.png,640,640,family_mart,347,38,638,246
1951,family mart_35.6704971_139.71349719999998_180.png,640,640,family_mart,399,353,455,388
1952,family mart_35.6704971_139.71349719999998_180.png,640,640,family_mart,492,381,618,432
2188,v01_7eleven_355002732_1394071812_120.png,640,640,7_eleven,384,208,639,327
2189,v01_7eleven_355002732_1394071812_120.png,640,640,7_eleven,404,299,416,321
2319,v01_7eleven_352747267_1396698225_240.png,640,640,7_eleven,373,305,390,323
2320,v01_7eleven_352747267_1396698225_240.png,640,640,7_eleven,213,299,458,329
2321,v01_7eleven_352747267_1396698225_240.png,640,640,7_eleven,612,224,623,238
2322,v01_7eleven_352747267_1396698225_240.png,640,640,7_eleven,506,144,526,175
2393,v01_7eleven_354135073_1393750757_60.png,640,640,7_eleven,286,269,638,326
2394,v01_7eleven_354135073_1393750757_60.png,640,640,7_eleven,568,272,600,310
274,family mart_35.6505485_139.6905144_240.png,640,640,family_mart,515,249,638,324
275,family mart_35.6505485_139.6905144_240.png,640,640,family_mart,546,283,601,320
548,family mart_35.6715964_139.7031935_60.png,640,640,family_mart,325,319,427,346
2271,v01_7eleven_35292935899999996_1395800419_120.png,640,640,7_eleven,420,313,439,338
491,family mart_35.6145201_140.1309093_240.png,640,640,family_mart,337,217,536,279
2454,v01_7eleven_353297695_14006119009999998_120.png,640,640,7_eleven,170,309,296,323
1872,family mart_35.5236264_139.7129548_300.png,640,640,family_mart,451,222,639,303
849,family mart_35.6761792_139.6771328_240.png,640,640,family_mart,2,130,362,258
850,family mart_35.6761792_139.6771328_240.png,640,640,family_mart,111,171,259,231
2249,v01_7eleven_35391168_139493706_240.png,640,640,7_eleven,1,312,131,329
1430,family mart_35.509663_139.42411769999998_60.png,640,640,family_mart,1,258,435,312
1431,family mart_35.509663_139.42411769999998_60.png,640,640,family_mart,102,284,161,301
1925,7-eleven_35.6048331_139.6716855_120.png,640,640,7_eleven,1,165,354,306
1838,7-eleven_35.6609709_139.6727521_60.png,640,640,7_eleven,171,248,639,330
1960,family mart_35.560970899999994_139.671253_60.png,640,640,family_mart,71,262,439,322
1961,family mart_35.560970899999994_139.671253_60.png,640,640,family_mart,117,290,169,313
1962,family mart_35.560970899999994_139.671253_60.png,640,640,family_mart,69,194,120,245
1963,family mart_35.560970899999994_139.671253_60.png,640,640,family_mart,152,331,167,392
2595,v01_7eleven_354135073_1393750757_0.png,640,640,7_eleven,538,260,639,313
917,family mart_35.5681078_139.70420369999997_180.png,640,640,family_mart,2,247,202,327
918,family mart_35.5681078_139.70420369999997_180.png,640,640,family_mart,208,231,228,259
2220,v01_7eleven_354975359_1393149539_120.png,640,640,7_eleven,1,249,254,317
2076,family mart_35.5733687_139.7231853_120.png,640,640,family_mart,332,72,638,300
1041,family mart_35.6529157_139.7344351_180.png,640,640,family_mart,2,174,258,315
1042,family mart_35.6529157_139.7344351_180.png,640,640,family_mart,124,247,214,305
1043,family mart_35.6529157_139.7344351_180.png,640,640,family_mart,254,267,276,293
1878,family mart_35.644236299999996_139.66851830000002_60.png,640,640,family_mart,1,60,376,311
106,7-eleven_35.6531123_139.7358701_300.png,640,640,7_eleven,283,217,639,326
278,family mart_35.654787799999994_139.7972039_180.png,640,640,family_mart,2,69,414,310
1717,family mart_35.5629306_139.6277255_300.png,640,640,family_mart,2,262,345,322
2640,v01_7eleven_355648271_1397177357_0.png,640,640,7_eleven,2,166,171,279
395,family mart_35.6621661_139.75768730000001_60.png,640,640,family_mart,2,286,74,326
54,7-eleven_35.455342_139.62424_240.png,640,640,7_eleven,362,281,639,331
1291,family mart_35.565228000000005_139.66236740000002_180.png,640,640,family_mart,88,298,353,324
1292,family mart_35.565228000000005_139.66236740000002_180.png,640,640,family_mart,143,303,185,317
1293,family mart_35.565228000000005_139.66236740000002_180.png,640,640,family_mart,425,270,471,331
2622,v01_7eleven_35292935899999996_1395800419_0.png,640,640,7_eleven,1,204,206,313
2623,v01_7eleven_35292935899999996_1395800419_0.png,640,640,7_eleven,169,283,181,308
1159,family mart_35.65367579999999_139.54615259999997_120.png,640,640,family_mart,381,82,637,290
1160,family mart_35.65367579999999_139.54615259999997_120.png,640,640,family_mart,333,65,406,151
1161,family mart_35.65367579999999_139.54615259999997_120.png,640,640,family_mart,364,174,390,224
1875,family mart_35.6892273_139.69892140000002_60.png,640,640,family_mart,276,297,326,446
1876,family mart_35.6892273_139.69892140000002_60.png,640,640,family_mart,314,275,485,324
1877,family mart_35.6892273_139.69892140000002_60.png,640,640,family_mart,463,236,495,286
1470,family mart_35.6507667_139.7534551_300.png,640,640,family_mart,2,295,289,327
1471,family mart_35.6507667_139.7534551_300.png,640,640,family_mart,192,302,260,323
1681,family mart_35.626726500000004_139.7351247_120.png,640,640,family_mart,376,120,639,295
2292,v01_7eleven_353275426_1394382362_300.png,640,640,7_eleven,314,274,360,305
1488,7-eleven_35.7040431_139.6634282_240.png,640,640,7_eleven,598,237,639,293
1489,7-eleven_35.7040431_139.6634282_240.png,640,640,7_eleven,421,269,444,292
1705,7-eleven_35.64414_139.6698656_60.png,640,640,7_eleven,293,240,578,303
1706,7-eleven_35.64414_139.6698656_60.png,640,640,7_eleven,533,351,572,396
1348,family mart_35.608472799999994_139.7494519_240.png,640,640,family_mart,363,296,580,324
1349,family mart_35.608472799999994_139.7494519_240.png,640,640,family_mart,472,303,524,317
98,family mart_35.6072304_139.7313897_180.png,640,640,family_mart,337,261,583,305
99,family mart_35.6072304_139.7313897_180.png,640,640,family_mart,527,183,578,229
665,family mart_35.65533509999999_139.79981_180.png,640,640,family_mart,299,294,442,337
666,family mart_35.65533509999999_139.79981_180.png,640,640,family_mart,280,302,302,333
2587,v01_7eleven_354663379_139617973_180.png,640,640,7_eleven,356,223,637,322
2588,v01_7eleven_354663379_139617973_180.png,640,640,7_eleven,392,288,407,315
2047,7-eleven_35.6077898_139.7290794_60.png,640,640,7_eleven,1,161,273,321
2048,7-eleven_35.6077898_139.7290794_60.png,640,640,7_eleven,273,242,292,263
2533,v01_7eleven_355006305_13965709630000003_240.png,640,640,7_eleven,18,285,248,323
1141,family mart_35.439698_139.6414021_0.png,640,640,family_mart,1,230,225,300
247,family mart_35.5487635_139.65867749999998_120.png,640,640,family_mart,2,145,160,288
2328,v01_7eleven_354544983_1396197201_120.png,640,640,7_eleven,1,292,160,323
2329,v01_7eleven_354544983_1396197201_120.png,640,640,7_eleven,77,299,96,318
672,7-eleven_35.6035328_139.7082602_180.png,640,640,7_eleven,1,241,89,304
2007,family mart_35.55518060000001_139.54731759999999_180.png,640,640,family_mart,415,281,546,326
2008,family mart_35.55518060000001_139.54731759999999_180.png,640,640,family_mart,447,280,544,327
2009,family mart_35.55518060000001_139.54731759999999_180.png,640,640,family_mart,472,293,499,310
1800,7-eleven_35.6503917_139.6747369_0.png,640,640,7_eleven,328,261,520,324
1801,7-eleven_35.6503917_139.6747369_0.png,640,640,7_eleven,517,232,551,266
852,family mart_35.560970899999994_139.671253_0.png,640,640,family_mart,342,199,639,325
853,family mart_35.560970899999994_139.671253_0.png,640,640,family_mart,335,248,355,277
854,family mart_35.560970899999994_139.671253_0.png,640,640,family_mart,357,295,393,317
1854,family mart_35.6714196_139.904104_60.png,640,640,family_mart,1,237,475,307
1855,family mart_35.6714196_139.904104_60.png,640,640,family_mart,23,246,141,284
1856,family mart_35.6714196_139.904104_60.png,640,640,family_mart,76,319,101,407
501,family mart_35.56800339999999_139.6000113_300.png,640,640,family_mart,2,286,120,317
502,family mart_35.56800339999999_139.6000113_300.png,640,640,family_mart,303,258,333,297
1779,7-eleven_35.659837_139.7426885_180.png,640,640,7_eleven,351,290,577,331
1390,family mart_35.608472799999994_139.7494519_300.png,640,640,family_mart,119,298,306,320
300,family mart_35.6715964_139.7031935_120.png,640,640,family_mart,29,318,211,344
734,7-eleven_35.6540323_139.7958112_120.png,640,640,7_eleven,1,266,249,324
1477,family mart_35.7063314_139.7697678_240.png,640,640,family_mart,289,274,452,319
1478,family mart_35.7063314_139.7697678_240.png,640,640,family_mart,378,288,427,307
1829,7-eleven_35.67920220000001_139.6690615_240.png,640,640,7_eleven,243,137,639,265
1830,7-eleven_35.67920220000001_139.6690615_240.png,640,640,7_eleven,192,1,259,71
724,7-eleven_35.573855_139.71835_180.png,640,640,7_eleven,127,296,346,324
2221,v01_7eleven_35498903999999996_139605694_240.png,640,640,7_eleven,89,298,128,335
1922,family mart_35.4634813_139.617692_180.png,640,640,family_mart,259,294,364,325
1923,family mart_35.4634813_139.617692_180.png,640,640,family_mart,239,308,250,353
1924,family mart_35.4634813_139.617692_180.png,640,640,family_mart,406,208,453,257
2214,v01_7eleven_355535033_1395243361_0.png,640,640,7_eleven,29,271,140,306
2200,v01_7eleven_353158277_13927787969999997_60.png,640,640,7_eleven,236,315,352,334
2201,v01_7eleven_353158277_13927787969999997_60.png,640,640,7_eleven,142,296,158,311
452,7-eleven_35.6862251_139.9229806_300.png,640,640,7_eleven,42,269,340,319
453,7-eleven_35.6862251_139.9229806_300.png,640,640,7_eleven,54,217,92,252
233,family mart_35.6304098_139.6405267_60.png,640,640,family_mart,486,284,638,333
234,family mart_35.6304098_139.6405267_60.png,640,640,family_mart,467,262,487,290
1152,7-eleven_35.65584940000001_139.7007_300.png,640,640,7_eleven,511,208,639,296
1153,7-eleven_35.65584940000001_139.7007_300.png,640,640,7_eleven,430,229,468,291
1047,7-eleven_35.7040431_139.6634282_300.png,640,640,7_eleven,307,156,639,306
1048,7-eleven_35.7040431_139.6634282_300.png,640,640,7_eleven,214,257,230,283
2132,7-eleven_35.5322209_139.7000743_120.png,640,640,7_eleven,233,303,290,324
2594,v01_7eleven_35402325899999994_1394114459_0.png,640,640,7_eleven,1,294,140,326
200,family mart_35.694654799999995_139.7371335_180.png,640,640,family_mart,327,153,639,297
201,family mart_35.694654799999995_139.7371335_180.png,640,640,family_mart,437,203,573,265
440,7-eleven_35.6037066_139.7067003_300.png,640,640,7_eleven,476,215,639,301
2600,v01_7eleven_352538834_1390508816_60.png,640,640,7_eleven,196,309,328,331
2601,v01_7eleven_352538834_1390508816_60.png,640,640,7_eleven,500,327,523,349
